0,3188
1,3080
2,4251
3,3900
4,4493
5,3079
6,3773
7,4136
8,5310
9,3665
10,4018
11,4020
12,3906
13,3196
14,4019
15,4133
16,4371
17,4244
18,2963
19,2483
20,3789
21,4132
22,3672
23,3079
24,3896
25,3554
26,4954
27,4132
28,3892
29,3897
30,4956
31,3912
32,4249
33,4131
34,3663
35,4956
36,4135
37,4962
38,4262
39,4022
40,3780
41,3548
42,3661
43,4495
44,4240
45,3776
46,3543
47,3660
48,4250
49,4016
50,4030
51,4139
52,3312
53,3775
54,3534
55,4850
56,2368
57,4834
58,4717
59,4012
60,3426
61,3780
62,3078
63,4353
64,4957
65,4129
66,3782
67,3777
68,5662
69,3782
70,4378
71,2728
72,4258
73,4018
74,4021
75,3895
76,3096
77,3070
78,4733
79,4126
80,2605
81,3657
82,3898
83,3900
84,4602
85,2733
86,3424
87,4015
88,4251
89,3659
90,4132
91,4131
92,3545
93,5186
94,4014
95,4244
96,3787
97,5082
98,3789
99,3788
100,4247
101,3315
102,4364
103,4837
104,3320
105,4141
106,4011
107,4721
108,4366
109,3550
110,3777
111,3660
112,4018
113,4838
114,4474
115,3197
116,3543
117,3788
118,4132
119,4489
120,4374
121,3429
122,4017
123,4595
124,3657
125,4135
126,2963
127,1887
128,2118
129,3429
130,2128
131,2604
132,4140
133,4601
134,4131
135,3548
136,3548
137,3201
138,4016
139,4250
140,4016
141,3314
142,3665
143,2954
144,2501
145,3193
146,3197
147,3197
148,4603
149,5076
150,3900
151,4495
152,5192
153,3432
154,3664
155,3553
156,4601
157,4604
158,3314
159,4261
160,4140
161,3429
162,3077
163,3194
164,4262
165,6015
166,4721
167,4378
168,3661
169,3318
170,3074
171,3065
172,5655
173,2961
174,4481
175,3664
176,2966
177,3428
178,2838
179,3432
180,4015
181,4947
182,5194
183,4722
184,3663
185,4261
186,4135
187,4379
188,4025
189,3892
190,4253
191,3550
192,5421
193,4012
194,3658
195,4246
196,4720
197,4730
198,4258
199,4832
200,4493
201,3426
202,5195
203,3903
204,3540
205,3896
206,4488
207,4255
208,3904
209,1904
210,2849
211,4009
212,4258
213,2958
214,3191
215,3070
216,2966
217,3893
218,4961
219,4481
220,2956
221,5425
222,3543
223,4020
224,3543
225,2950
226,3786
227,4963
228,4133
229,4477
230,4134
231,3545
232,2726
233,4848
234,3667
235,4726
236,5307
237,2614
238,3902
239,4492
240,5319
241,3548
242,2950
243,3549
244,3666
245,4844
246,2609
247,3437
248,3908
249,3551
250,4018
251,4258
252,3424
253,3198
254,4015
255,2842
