0,3837
1,3997
2,3906
3,3945
4,3902
5,3867
6,3912
7,3929
8,3953
9,3874
10,3940
11,3887
12,3993
13,3921
14,3861
15,3983
16,3855
17,3861
18,3959
19,3902
20,3915
21,3908
22,3947
23,4008
24,3830
25,3938
26,3871
27,3989
28,3925
29,3836
30,3910
31,3870
32,3928
33,4011
34,3863
35,3859
36,3936
37,3896
38,3875
39,3914
40,3925
41,3711
42,3893
43,3906
44,3819
45,3837
46,3833
47,3845
48,3931
49,4038
50,3955
51,3799
52,3911
53,3922
54,3875
55,3913
56,3894
57,3870
58,3837
59,3885
60,3908
61,3992
62,3911
63,3994
64,3908
65,3914
66,3841
67,3835
68,3930
69,3823
70,3882
71,3887
72,3964
73,3913
74,3761
75,3824
76,3901
77,3878
78,3952
79,3854
80,3807
81,3843
82,3822
83,3968
84,3837
85,3942
86,3892
87,3915
88,3721
89,3818
90,3866
91,3867
92,3864
93,3994
94,3967
95,3935
96,3858
97,3934
98,3913
99,3846
100,3947
101,3812
102,3837
103,3772
104,3937
105,3881
106,3830
107,3831
108,3926
109,3927
110,3823
111,3939
112,3928
113,3865
114,3957
115,3930
116,4042
117,3923
118,3981
119,3958
120,3865
121,3931
122,3908
123,3999
124,3932
125,3968
126,3988
127,3851
128,3852
129,3917
130,3779
131,3918
132,3965
133,3893
134,3881
135,3979
136,3874
137,3925
138,3853
139,3950
140,3790
141,3797
142,3923
143,3895
144,4053
145,3904
146,3742
147,3980
148,3805
149,3861
150,3905
151,3867
152,3947
153,3935
154,3829
155,3967
156,3875
157,3971
158,3888
159,3947
160,3952
161,3907
162,3898
163,4024
164,3867
165,3826
166,3924
167,3956
168,3950
169,3943
170,3915
171,3890
172,3846
173,3885
174,4023
175,3863
176,3929
177,3917
178,4027
179,3938
180,3895
181,3995
182,3904
183,3917
184,3950
185,3923
186,3954
187,3966
188,3835
189,3773
190,3984
191,3766
192,4007
193,3996
194,3796
195,3999
196,3982
197,3816
198,3812
199,3898
200,3969
201,3898
202,3906
203,3959
204,3871
205,3924
206,4038
207,3875
208,3871
209,3996
210,3936
211,3946
212,3889
213,3891
214,3931
215,4032
216,3911
217,3935
218,3858
219,3833
220,3981
221,3942
222,3841
223,4013
224,4012
225,3918
226,3961
227,3928
228,3894
229,3894
230,3843
231,3937
232,3916
233,3970
234,3937
235,3861
236,3873
237,3947
238,3873
239,3920
240,3953
241,3906
242,3934
243,3983
244,3842
245,3879
246,3966
247,3861
248,3903
249,3895
250,3927
251,3923
252,3845
253,4005
254,3876
255,3976
