0,3
1,7
2,7
3,5
4,7
5,5
6,5
7,4
8,7
9,4
10,5
11,4
12,4
13,10
14,2
15,3
16,1
17,5
18,4
19,3
21,5
22,5
23,5
24,3
25,4
26,5
27,3
28,3
30,7
31,4
33,4
34,4
35,4
36,4
37,6
38,5
39,2
40,1
41,4
42,2
43,2
44,6
45,2
46,6
47,3
48,6
49,4
50,1
51,3
52,4
53,5
54,6
55,2
56,6
57,4
58,2
59,1
60,4
61,3
62,2
63,2
64,2
65,2
66,5
67,5
68,3
69,4
70,6
71,5
72,6
73,4
74,1
75,1
76,5
77,5
78,4
79,5
80,4
81,1
82,4
83,4
84,2
85,2
86,3
87,2
88,9
89,7
91,5
92,3
93,6
94,5
95,2
96,4
97,3
98,1
99,6
100,2
101,1
102,1
103,2
104,2
105,5
106,6
107,3
108,4
109,3
110,4
111,4
112,4
113,7
114,7
115,2
116,4
117,6
118,3
119,4
120,3
121,6
122,3
123,1
124,4
125,9
126,5
127,3
128,4
129,5
130,8
131,6
132,3
133,3
134,2
135,3
136,4
137,4
138,3
139,4
140,6
141,4
142,5
143,4
144,1
145,5
146,2
147,4
148,5
149,6
150,3
151,3
152,4
153,5
154,2
155,3
156,2
157,4
158,7
159,5
160,10
161,7
162,6
163,2
164,2
165,5
166,2
167,3
168,7
169,4
170,2
171,4
172,7
173,4
174,9
175,1
176,2
177,6
178,3
179,4
180,4
182,2
183,3
184,3
185,2
186,2
187,5
188,5
189,6
190,4
191,7
192,3
193,3
194,5
195,4
196,5
197,5
198,2
200,5
201,8
202,2
203,4
205,3
206,3
207,5
208,12
209,3
210,5
211,7
212,3
214,3
215,3
216,5
217,3
218,2
219,3
220,4
221,2
222,5
223,2
224,8
225,6
226,3
227,9
228,1
229,2
230,6
231,2
232,3
233,5
234,4
235,4
236,10
237,9
238,1
239,5
240,3
241,4
242,4
243,4
244,2
245,5
246,3
247,3
248,3
249,3
250,3
251,1
252,3
253,2
254,1
255,4
